date,hour,holiday,temperature,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2023-01-07 06:00:00,6,No Holiday,-6.1,0.0,0.0,9,Clear,sky is clear,276
2023-01-07 07:00:00,7,No Holiday,-3.0,0.0,0.0,7,Clear,sky is clear,3507
2023-01-07 08:00:00,8,No Holiday,-7.2,0.0,0.0,38,Clouds,few clouds,3105
2023-01-07 09:00:00,9,No Holiday,-6.4,0.0,0.0,78,Clouds,scattered clouds,3415
2023-01-07 10:00:00,10,No Holiday,-3.1,0.0,0.0,38,Clouds,few clouds,2380
2023-01-07 11:00:00,11,No Holiday,-4.0,0.0,0.0,91,Fog,fog,1907
2023-01-07 12:00:00,12,No Holiday,-1.1,0.45,0.0,74,Rain,heavy intensity rain,2522
2023-01-07 13:00:00,13,No Holiday,-0.2,0.0,0.0,94,Mist,mist,2280
2023-01-07 14:00:00,14,No Holiday,-1.7,3.13,0.0,88,Rain,heavy intensity rain,2565
2023-01-07 15:00:00,15,No Holiday,0.4,0.0,0.0,54,Clouds,few clouds,3161
2023-01-07 16:00:00,16,No Holiday,-3.6,0.0,0.0,80,Clouds,few clouds,3772
2023-01-07 17:00:00,17,No Holiday,-6.1,0.0,0.0,18,Clear,sky is clear,4373
2023-01-07 18:00:00,18,No Holiday,-3.9,1.71,0.0,99,Rain,light rain,3009
2023-01-07 19:00:00,19,No Holiday,-2.6,0.0,0.0,0,Clear,sky is clear,1852
2023-01-07 20:00:00,20,No Holiday,-2.0,0.0,0.0,3,Clear,sky is clear,1914
2023-01-07 21:00:00,21,No Holiday,-2.0,0.0,0.0,70,Mist,mist,1722
2023-01-07 22:00:00,22,No Holiday,-5.9,0.0,0.0,12,Clear,sky is clear,345
2023-01-07 23:00:00,23,No Holiday,-7.5,1.67,0.0,73,Rain,light rain,301
2023-01-08 00:00:00,0,No Holiday,-5.9,0.0,0.0,65,Clouds,broken clouds,522
2023-01-08 01:00:00,1,No Holiday,-11.7,0.0,0.0,10,Clear,sky is clear,458
2023-01-08 02:00:00,2,No Holiday,-9.1,0.0,0.0,14,Clear,sky is clear,462
2023-01-08 03:00:00,3,No Holiday,-7.4,0.0,0.0,77,Mist,mist,270
2023-01-08 04:00:00,4,No Holiday,-4.0,0.0,0.0,10,Clear,sky is clear,468
2023-01-08 05:00:00,5,No Holiday,-8.2,0.0,0.0,66,Clouds,overcast clouds,499
2023-01-08 06:00:00,6,No Holiday,-9.4,0.0,0.0,38,Clouds,scattered clouds,476
2023-01-08 07:00:00,7,No Holiday,-3.8,0.0,0.0,91,Fog,fog,2779
2023-01-08 08:00:00,8,No Holiday,-7.3,0.0,0.0,0,Clear,sky is clear,2872
2023-01-08 09:00:00,9,No Holiday,-4.9,0.0,0.0,76,Clouds,few clouds,3333
2023-01-08 10:00:00,10,No Holiday,-4.3,2.31,0.0,72,Rain,light rain,1941
2023-01-08 11:00:00,11,No Holiday,-1.3,0.0,0.0,71,Mist,mist,1746
2023-01-08 12:00:00,12,No Holiday,-5.3,0.0,0.0,80,Mist,mist,1911
2023-01-08 13:00:00,13,No Holiday,-0.6,0.0,0.0,0,Clear,sky is clear,2432
2023-01-08 14:00:00,14,No Holiday,1.0,0.0,0.0,78,Clouds,overcast clouds,2370
2023-01-08 15:00:00,15,No Holiday,-1.5,0.0,0.0,7,Clear,sky is clear,2514
2023-01-08 16:00:00,16,No Holiday,4.0,0.0,0.0,18,Clear,sky is clear,4228
2023-01-08 17:00:00,17,No Holiday,-1.1,0.0,0.0,16,Clear,sky is clear,4173
2023-01-08 18:00:00,18,No Holiday,-2.2,0.0,0.0,30,Clouds,scattered clouds,3386
2023-01-08 19:00:00,19,No Holiday,-3.5,0.0,0.0,67,Clouds,overcast clouds,2016
2023-01-08 20:00:00,20,No Holiday,-4.7,0.0,0.0,6,Clear,sky is clear,1851
2023-01-08 21:00:00,21,No Holiday,-6.7,0.0,0.0,71,Mist,mist,1695
2023-01-08 22:00:00,22,No Holiday,-6.8,0.0,0.0,17,Clear,sky is clear,426
2023-01-08 23:00:00,23,No Holiday,-7.5,0.0,0.0,88,Clouds,broken clouds,527
2023-01-09 00:00:00,0,No Holiday,-2.7,0.0,0.0,4,Clear,sky is clear,722
2023-01-09 01:00:00,1,No Holiday,-7.5,0.0,0.0,1,Clear,sky is clear,515
2023-01-09 02:00:00,2,No Holiday,-6.4,0.95,0.0,91,Drizzle,light intensity drizzle,638
2023-01-09 03:00:00,3,No Holiday,-10.3,0.0,0.0,76,Mist,mist,489
2023-01-09 04:00:00,4,No Holiday,-6.1,0.0,0.3,73,Snow,heavy snow,542
2023-01-09 05:00:00,5,No Holiday,-5.7,0.0,0.0,74,Mist,mist,737
2023-01-09 06:00:00,6,No Holiday,-10.3,0.0,0.0,11,Clear,sky is clear,549
2023-01-09 07:00:00,7,No Holiday,-8.0,1.43,0.0,81,Rain,light rain,4268
2023-01-09 08:00:00,8,No Holiday,-6.7,0.0,0.0,43,Clouds,broken clouds,4633
2023-01-09 09:00:00,9,No Holiday,-3.3,0.0,0.0,51,Clouds,few clouds,5117
2023-01-09 10:00:00,10,No Holiday,-6.5,0.0,0.0,10,Clear,sky is clear,3349
2023-01-09 11:00:00,11,No Holiday,-2.8,0.8,0.0,86,Rain,light rain,3369
2023-01-09 12:00:00,12,No Holiday,-2.3,0.03,0.0,90,Rain,light rain,2513
2023-01-09 13:00:00,13,No Holiday,-3.3,2.29,0.0,94,Rain,moderate rain,2880
2023-01-09 14:00:00,14,No Holiday,4.4,0.0,0.72,95,Snow,light snow,2412
2023-01-09 15:00:00,15,No Holiday,-4.7,0.27,0.0,90,Drizzle,light intensity drizzle,2862
2023-01-09 16:00:00,16,No Holiday,-4.0,0.0,0.0,7,Clear,sky is clear,5603
2023-01-09 17:00:00,17,No Holiday,0.1,7.45,0.0,92,Rain,heavy intensity rain,4714
2023-01-09 18:00:00,18,No Holiday,-1.2,0.79,0.0,84,Rain,light rain,4809
2023-01-09 19:00:00,19,No Holiday,-1.8,0.0,0.0,12,Clear,sky is clear,2496
2023-01-09 20:00:00,20,No Holiday,-3.2,0.0,0.0,69,Clouds,few clouds,2590
2023-01-09 21:00:00,21,No Holiday,-5.1,0.0,0.0,54,Clouds,scattered clouds,2996
2023-01-09 22:00:00,22,No Holiday,-4.6,0.79,0.0,71,Rain,heavy intensity rain,542
2023-01-09 23:00:00,23,No Holiday,-7.6,0.37,0.0,79,Rain,light rain,503
2023-01-10 00:00:00,0,No Holiday,-7.4,0.0,0.0,15,Clear,sky is clear,942
2023-01-10 01:00:00,1,No Holiday,-7.7,3.22,0.0,85,Rain,heavy intensity rain,662
2023-01-10 02:00:00,2,No Holiday,-9.8,0.0,0.0,88,Clouds,broken clouds,755
2023-01-10 03:00:00,3,No Holiday,-7.4,0.0,0.0,6,Clear,sky is clear,684
2023-01-10 04:00:00,4,No Holiday,-8.0,0.95,0.0,87,Drizzle,light intensity drizzle,558
2023-01-10 05:00:00,5,No Holiday,-5.8,0.0,0.0,60,Clouds,scattered clouds,278
2023-01-10 06:00:00,6,No Holiday,-6.0,0.0,0.0,66,Clouds,broken clouds,378
2023-01-10 07:00:00,7,No Holiday,-12.1,0.0,0.0,44,Clouds,broken clouds,4930
2023-01-10 08:00:00,8,No Holiday,-5.7,0.0,0.0,62,Clouds,few clouds,4956
2023-01-10 09:00:00,9,No Holiday,-4.5,0.0,0.0,2,Clear,sky is clear,5067
2023-01-10 10:00:00,10,No Holiday,-3.8,0.0,0.0,72,Fog,fog,3465
2023-01-10 11:00:00,11,No Holiday,-3.0,0.0,0.0,39,Clouds,overcast clouds,3361
2023-01-10 12:00:00,12,No Holiday,-2.7,0.0,0.0,78,Clouds,few clouds,3334
2023-01-10 13:00:00,13,No Holiday,-2.1,0.0,0.0,3,Clear,sky is clear,3299
2023-01-10 14:00:00,14,No Holiday,0.2,0.0,0.0,13,Clear,sky is clear,3903
2023-01-10 15:00:00,15,No Holiday,-2.9,0.82,0.0,74,Drizzle,light intensity drizzle,3019
2023-01-10 16:00:00,16,No Holiday,-1.5,0.0,0.0,83,Mist,mist,4702
2023-01-10 17:00:00,17,No Holiday,0.1,0.0,0.0,89,Thunderstorm,thunderstorm with light rain,3284
2023-01-10 18:00:00,18,No Holiday,-2.5,0.0,1.4,82,Snow,heavy snow,3618
2023-01-10 19:00:00,19,No Holiday,-3.8,0.84,0.0,74,Drizzle,light intensity drizzle,2446
2023-01-10 20:00:00,20,No Holiday,-1.1,0.0,0.0,32,Clouds,overcast clouds,2686
2023-01-10 21:00:00,21,No Holiday,-6.1,0.0,0.0,14,Clear,sky is clear,2780
2023-01-10 22:00:00,22,No Holiday,-6.3,0.0,0.0,8,Clear,sky is clear,825
2023-01-10 23:00:00,23,No Holiday,-7.1,0.0,0.0,80,Fog,fog,587
2023-01-11 00:00:00,0,No Holiday,-8.2,0.0,0.0,7,Clear,sky is clear,551
2023-01-11 01:00:00,1,No Holiday,-8.9,0.0,0.0,89,Clouds,few clouds,680
2023-01-11 02:00:00,2,No Holiday,-8.8,0.0,0.0,72,Mist,mist,747
2023-01-11 03:00:00,3,No Holiday,-6.4,0.0,0.0,62,Clouds,few clouds,504
2023-01-11 04:00:00,4,No Holiday,-8.4,0.0,0.0,88,Clouds,few clouds,709
2023-01-11 05:00:00,5,No Holiday,-7.7,0.0,3.99,73,Snow,light snow,537
2023-01-11 06:00:00,6,No Holiday,-5.1,0.0,0.0,10,Clear,sky is clear,757
2023-01-11 07:00:00,7,No Holiday,-7.1,0.0,0.0,79,Mist,mist,4341
2023-01-11 08:00:00,8,No Holiday,-6.8,0.0,0.0,71,Rain,heavy intensity rain,3804
2023-01-11 09:00:00,9,No Holiday,-4.9,0.0,0.0,12,Clear,sky is clear,5184
2023-01-11 10:00:00,10,No Holiday,-3.6,0.0,0.0,89,Clouds,broken clouds,3512
2023-01-11 11:00:00,11,No Holiday,-3.8,0.0,0.0,8,Clear,sky is clear,3332
2023-01-11 12:00:00,12,No Holiday,-2.4,0.0,0.0,66,Clouds,scattered clouds,3570
2023-01-11 13:00:00,13,No Holiday,-2.4,0.0,0.0,16,Clear,sky is clear,3549
2023-01-11 14:00:00,14,No Holiday,0.4,0.0,0.0,79,Clouds,scattered clouds,3744
2023-01-11 15:00:00,15,No Holiday,3.0,0.0,0.0,36,Clouds,overcast clouds,3315
2023-01-11 16:00:00,16,No Holiday,1.1,0.0,0.0,1,Clear,sky is clear,5240
2023-01-11 17:00:00,17,No Holiday,-4.4,0.0,0.0,10,Clear,sky is clear,4630
2023-01-11 18:00:00,18,No Holiday,0.1,0.0,0.0,16,Clear,sky is clear,5859
2023-01-11 19:00:00,19,No Holiday,-2.1,0.0,0.76,94,Snow,heavy snow,1994
2023-01-11 20:00:00,20,No Holiday,-7.7,0.0,0.0,5,Clear,sky is clear,2552
2023-01-11 21:00:00,21,No Holiday,-6.4,0.0,0.0,11,Clear,sky is clear,2533
2023-01-11 22:00:00,22,No Holiday,-8.4,0.0,0.0,75,Clouds,overcast clouds,1030
2023-01-11 23:00:00,23,No Holiday,-7.3,0.0,0.0,32,Clouds,broken clouds,496
2023-01-12 00:00:00,0,No Holiday,-9.1,0.0,0.0,95,Mist,mist,735
2023-01-12 01:00:00,1,No Holiday,-6.0,0.0,0.0,46,Clouds,scattered clouds,735
2023-01-12 02:00:00,2,No Holiday,-11.7,0.0,0.0,89,Clouds,overcast clouds,751
2023-01-12 03:00:00,3,No Holiday,-8.7,0.0,0.0,7,Clear,sky is clear,568
2023-01-12 04:00:00,4,No Holiday,-9.8,0.0,0.0,17,Clear,sky is clear,396
2023-01-12 05:00:00,5,No Holiday,-10.3,0.75,0.0,80,Drizzle,light intensity drizzle,788
2023-01-12 06:00:00,6,No Holiday,-6.3,1.64,0.0,93,Rain,heavy intensity rain,639
2023-01-12 07:00:00,7,No Holiday,-7.6,0.0,0.0,49,Clouds,overcast clouds,4574
2023-01-12 08:00:00,8,No Holiday,-3.7,0.0,0.0,70,Fog,fog,4234
2023-01-12 09:00:00,9,No Holiday,-6.8,0.0,0.0,0,Clear,sky is clear,4571
2023-01-12 10:00:00,10,No Holiday,-4.9,0.0,0.0,5,Clear,sky is clear,3769
2023-01-12 11:00:00,11,No Holiday,0.6,0.11,0.0,81,Rain,moderate rain,3221
2023-01-12 12:00:00,12,No Holiday,-1.6,2.26,0.0,78,Rain,moderate rain,2904
2023-01-12 13:00:00,13,No Holiday,-1.4,2.45,0.0,89,Rain,moderate rain,2938
2023-01-12 14:00:00,14,No Holiday,1.0,0.0,0.0,19,Clear,sky is clear,3366
2023-01-12 15:00:00,15,No Holiday,3.3,2.58,0.0,78,Rain,heavy intensity rain,3338
2023-01-12 16:00:00,16,No Holiday,-1.6,2.63,0.0,94,Rain,heavy intensity rain,4378
2023-01-12 17:00:00,17,No Holiday,-2.2,0.4,0.0,77,Drizzle,light intensity drizzle,4883
2023-01-12 18:00:00,18,No Holiday,-2.5,0.0,0.0,11,Clear,sky is clear,5765
2023-01-12 19:00:00,19,No Holiday,0.5,0.0,0.0,8,Clear,sky is clear,2887
